"id","serial_no","record_string","machine_type","part","result","order_no","operator","input_date","update_date","sheet_config_id_id"
"88","H003928_480951_190531_6_101900173","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:56"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:13"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900173"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900173"", ""result"": 1, ""updater"": ""zhangdaoxian"", ""target"": ""{\""result10\"":\""OKAY\"",\""date10\"":\""2019-05-31\"",\""comment10\"":\""\"",\""result20\"":\""OKAY\"",\""date20\"":\""2019-05-31\"",\""comment20\"":\""\"",\""result30\"":\""OKAY\"",\""date30\"":\""2019-05-31\"",\""comment30\"":\""\"",\""result40\"":\""OKAY\"",\""date40\"":\""2019-05-31\"",\""comment40\"":\""\"",\""result50_1\"":\""2019/05/31 09:56\"",\""date50_1\"":\""2019-05-31\"",\""comment50_1\"":\""\"",\""result50_2\"":\""2019/06/03 11:13\"",\""date50_2\"":\""2019-06-03\"",\""comment50_2\"":\""\"",\""result50_3\"":\""OKAY\"",\""date50_3\"":\""2019-06-03\"",\""comment50_3\"":\""\"",\""result60_1\"":\""OKAY\"",\""date60_1\"":\""2019-06-03\"",\""comment60_1\"":\""\"",\""result60_2\"":\""OKAY\"",\""date60_2\"":\""2019-06-03\"",\""comment60_2\"":\""\"",\""result60_3\"":\""OKAY\"",\""date60_3\"":\""2019-06-03\"",\""comment60_3\"":\""\"",\""result70\"":\""101900173\"",\""date70\"":\""2019-05-31\"",\""comment70\"":\""\"",\""updater\"":\""zhangdaoxian\"",\""recordid\"":\""88\"",\""target\"":\""{\\\""result10\\\"":\\\""OKAY\\\"",\\\""date10\\\"":\\\""2019-05-31\\\"",\\\""comment10\\\"":\\\""\\\"",\\\""result20\\\"":\\\""OKAY\\\"",\\\""date20\\\"":\\\""2019-05-31\\\"",\\\""comment20\\\"":\\\""\\\"",\\\""result30\\\"":\\\""OKAY\\\"",\\\""date30\\\"":\\\""2019-05-31\\\"",\\\""comment30\\\"":\\\""\\\"",\\\""result40\\\"":\\\""OKAY\\\"",\\\""date40\\\"":\\\""2019-05-31\\\"",\\\""comment40\\\"":\\\""\\\"",\\\""result50_1\\\"":\\\""2019/05/31 09:56\\\"",\\\""date50_1\\\"":\\\""2019-05-31\\\"",\\\""comment50_1\\\"":\\\""\\\"",\\\""result50_2\\\"":\\\""2019/06/03 11:13\\\"",\\\""date50_2\\\"":\\\""2019-06-03\\\"",\\\""comment50_2\\\"":\\\""\\\"",\\\""result50_3\\\"":\\\""OKAY\\\"",\\\""date50_3\\\"":\\\""2019-06-03\\\"",\\\""comment50_3\\\"":\\\""\\\"",\\\""result60_1\\\"":\\\""OKAY\\\"",\\\""date60_1\\\"":\\\""2019-06-03\\\"",\\\""comment60_1\\\"":\\\""\\\"",\\\""result60_2\\\"":\\\""OKAY\\\"",\\\""date60_2\\\"":\\\""2019-06-03\\\"",\\\""comment60_2\\\"":\\\""\\\"",\\\""result60_3\\\"":\\\""OKAY\\\"",\\\""date60_3\\\"":\\\""2019-06-03\\\"",\\\""comment60_3\\\"":\\\""\\\"",\\\""result70\\\"":\\\""101900173\\\"",\\\""date70\\\"":\\\""2019-05-31\\\"",\\\""comment70\\\"":\\\""\\\"",\\\""updater\\\"":\\\""zhangdaoxian\\\"",\\\""recordid\\\"":\\\""88\\\"",\\\""target\\\"":\\\""{\\\\\\\""result10\\\\\\\"":\\\\\\\""OKAY\\\\\\\"",\\\\\\\""date10\\\\\\\"":\\\\\\\""2019-05-31\\\\\\\"",\\\\\\\""comment10\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result20\\\\\\\"":\\\\\\\""OKAY\\\\\\\"",\\\\\\\""date20\\\\\\\"":\\\\\\\""2019-05-31\\\\\\\"",\\\\\\\""comment20\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result30\\\\\\\"":\\\\\\\""OKAY\\\\\\\"",\\\\\\\""date30\\\\\\\"":\\\\\\\""2019-05-31\\\\\\\"",\\\\\\\""comment30\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result40\\\\\\\"":\\\\\\\""OKAY\\\\\\\"",\\\\\\\""date40\\\\\\\"":\\\\\\\""2019-05-31\\\\\\\"",\\\\\\\""comment40\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result50_1\\\\\\\"":\\\\\\\""2019/05/31 09:56\\\\\\\"",\\\\\\\""date50_1\\\\\\\"":\\\\\\\""2019-05-31\\\\\\\"",\\\\\\\""comment50_1\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result50_2\\\\\\\"":\\\\\\\""2019/06/03 11:13\\\\\\\"",\\\\\\\""date50_2\\\\\\\"":\\\\\\\""2019-06-03\\\\\\\"",\\\\\\\""comment50_2\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result50_3\\\\\\\"":\\\\\\\""OKAY\\\\\\\"",\\\\\\\""date50_3\\\\\\\"":\\\\\\\""2019-06-03\\\\\\\"",\\\\\\\""comment50_3\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result60_1\\\\\\\"":\\\\\\\""OKAY\\\\\\\"",\\\\\\\""date60_1\\\\\\\"":\\\\\\\""2019-06-03\\\\\\\"",\\\\\\\""comment60_1\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result60_2\\\\\\\"":\\\\\\\""OKAY\\\\\\\"",\\\\\\\""date60_2\\\\\\\"":\\\\\\\""2019-06-03\\\\\\\"",\\\\\\\""comment60_2\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result60_3\\\\\\\"":\\\\\\\""OKAY\\\\\\\"",\\\\\\\""date60_3\\\\\\\"":\\\\\\\""2019-06-03\\\\\\\"",\\\\\\\""comment60_3\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""result70\\\\\\\"":\\\\\\\""101900173\\\\\\\"",\\\\\\\""date70\\\\\\\"":\\\\\\\""2019-05-31\\\\\\\"",\\\\\\\""comment70\\\\\\\"":\\\\\\\""\\\\\\\"",\\\\\\\""updater\\\\\\\"":\\\\\\\""zhangdaoxian\\\\\\\"",\\\\\\\""recordid\\\\\\\"":\\\\\\\""88\\\\\\\"",\\\\\\\""result\\\\\\\"":1}\\\"",\\\""csrfmiddlewaretoken\\\"":\\\""85zbkrBEX1eJEGBpaeVhpjboHymGbMkLGYrygNLjMb5ABmNO5a6NslamF0c9UOvy\\\"",\\\""result\\\"":1}\"",\""csrfmiddlewaretoken\"":\""85zbkrBEX1eJEGBpaeVhpjboHymGbMkLGYrygNLjMb5ABmNO5a6NslamF0c9UOvy\"",\""result\"":1}"", ""csrfmiddlewaretoken"": ""85zbkrBEX1eJEGBpaeVhpjboHymGbMkLGYrygNLjMb5ABmNO5a6NslamF0c9UOvy""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:56:52.155287","2019-06-03 11:13:24.524120","7"
"89","H003928_480951_190531_7_101900170","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:56"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:12"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900170"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900170"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:57:08.020691","2019-06-03 11:13:01.014619","7"
"90","H003928_480951_190531_8_101900190","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:57"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:12"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900190"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900190"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:57:26.491328","2019-06-03 11:12:51.389295","7"
"91","H003928_480951_190531_9_101900191","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:57"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:12"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900191"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900191"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:57:41.529920","2019-06-03 11:12:40.079150","7"
"92","H003928_480951_190531_10_101900193","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:57"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:12"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900193"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900193"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:57:58.487338","2019-06-03 11:12:29.361813","7"
"93","H003928_480951_190531_11_101900183","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:58"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:12"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900183"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900183"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:58:13.822334","2019-06-03 11:12:19.252883","7"
"94","H003928_480951_190531_12_101900184","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:58"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:12"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900184"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900184"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:58:34.508200","2019-06-03 11:12:09.315556","7"
"95","H003928_480951_190531_13_101900180","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:58"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:11"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900180"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900180"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:58:51.949223","2019-06-03 11:11:59.986636","7"
"96","H003928_480951_190531_14_101900001","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:59"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:11"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900001"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900001"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:59:09.218645","2019-06-03 11:11:50.002508","7"
"97","H003928_480951_190531_15_101900187","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:59"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:11"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900187"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900187"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:59:25.754857","2019-06-03 11:11:40.595588","7"
"98","H003928_480951_190531_16_101900212","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:59"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:11"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900212"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900212"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:59:44.490697","2019-06-03 11:11:27.803424","7"
"99","H003928_480951_190531_17_101900213","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 09:59"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:11"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900213"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900213"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 09:59:56.830455","2019-06-03 11:11:16.820883","7"
"100","H003928_480951_190531_18_101900214","{""operator"": ""zhangdaoxian"", ""date"": ""2019-05-31"", ""part"": ""H003928"", ""machine"": ""电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""480951"", ""result10"": ""OKAY"", ""date10"": ""2019-05-31"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-05-31"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-05-31"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-05-31"", ""comment40"": """", ""result50.1"": ""2019/05/31 10:00"", ""date50.1"": ""2019-05-31"", ""comment50.1"": """", ""result50.2"": ""2019/06/03 11:11"", ""date50.2"": ""2019-06-03"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-03"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-03"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-03"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-03"", ""comment60.3"": """", ""result70"": ""101900214"", ""date70"": ""2019-05-31"", ""comment70"": """", ""sntaken"": ""101900214"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：H003927 ； 轮：72-0090； 要求：轮端面与工装贴合； 机器：Global A Per； 轴向：X/Y/Z 向","H003928","1","480951","zhangdaoxian","2019-05-31 10:00:12.524256","2019-06-03 11:11:07.507564","7"
