"id","serial_no","record_string","machine_type","part","result","order_no","operator","input_date","update_date","sheet_config_id_id"
"753","B545-0103-1_484807_190626_2_241901593","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-26"", ""part"": ""B545-0103-1"", ""machine"": ""电机：C400-0001-02； 轮： 052433； 要求： 工装保证 ； 机器：Inspector/Explorer； 轴向： X/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""484807"", ""result10"": ""OKAY"", ""date10"": ""2019-06-26"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-26"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-26"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-26"", ""comment40"": """", ""result50.1"": ""2019/06/26 13:13"", ""date50.1"": ""2019-06-26"", ""comment50.1"": """", ""result50.2"": ""2019/06/27 14:43"", ""date50.2"": ""2019-06-27"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-27"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-27"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-27"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-27"", ""comment60.3"": """", ""result70"": ""241901593"", ""date70"": ""2019-06-26"", ""comment70"": """", ""sntaken"": ""241901593"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0001-02； 轮： 052433； 要求： 工装保证 ； 机器：Inspector/Explorer； 轴向： X/Z 向","B545-0103-1","1","484807","zhangdaoxian","2019-06-26 13:13:46.543478","2019-06-27 14:43:39.755418","7"
"754","B616-0201-1_483915_190627_1_161900262","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""B616-0201-1"", ""machine"": ""电机：C400-0007-1；轮： A616-0206-4； 要求： 与倒角平齐 ； 机器：TORO ； 轴向：X/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483915"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:23"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:47"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""161900262"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""161900262"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0007-1；轮： A616-0206-4； 要求： 与倒角平齐 ； 机器：TORO ； 轴向：X/Z 向","B616-0201-1","1","483915","zhangdaoxian","2019-06-27 09:23:57.746004","2019-06-28 13:47:54.335890","7"
"755","B616-0201-1_483915_190627_2_161900275","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""B616-0201-1"", ""machine"": ""电机：C400-0007-1；轮： A616-0206-4； 要求： 与倒角平齐 ； 机器：TORO ； 轴向：X/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483915"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:24"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:47"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""161900275"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""161900275"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0007-1；轮： A616-0206-4； 要求： 与倒角平齐 ； 机器：TORO ； 轴向：X/Z 向","B616-0201-1","1","483915","zhangdaoxian","2019-06-27 09:24:55.000738","2019-06-28 13:47:34.695238","7"
"756","B616-0201-1_483915_190627_3_161900265","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""B616-0201-1"", ""machine"": ""电机：C400-0007-1；轮： A616-0206-4； 要求： 与倒角平齐 ； 机器：TORO ； 轴向：X/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483915"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:24"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:47"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""161900265"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""161900265"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0007-1；轮： A616-0206-4； 要求： 与倒角平齐 ； 机器：TORO ； 轴向：X/Z 向","B616-0201-1","1","483915","zhangdaoxian","2019-06-27 09:25:11.864554","2019-06-28 13:47:12.542954","7"
"757","B616-0201-1_483915_190627_4_161988263","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""B616-0201-1"", ""machine"": ""电机：C400-0007-1；轮： A616-0206-4； 要求： 与倒角平齐 ； 机器：TORO ； 轴向：X/Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483915"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:25"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:46"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""161988263"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""161988263"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0007-1；轮： A616-0206-4； 要求： 与倒角平齐 ； 机器：TORO ； 轴向：X/Z 向","B616-0201-1","1","483915","zhangdaoxian","2019-06-27 09:25:30.428792","2019-06-28 13:46:50.936677","7"
"758","G17091200_484820_190627_1_161900272","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17091200"", ""machine"": ""电机：C400-0007-01； 轮： 003172500； 要求： 工装保证 ； 机器：ALPHA； 轴向 Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""484820"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:26"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:46"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""161900272"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""161900272"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0007-01； 轮： 003172500； 要求： 工装保证 ； 机器：ALPHA； 轴向 Z 向","G17091200","1","484820","zhangdaoxian","2019-06-27 09:26:20.489834","2019-06-28 13:46:40.562544","7"
"759","G17091200_484820_190627_2_161900274","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17091200"", ""machine"": ""电机：C400-0007-01； 轮： 003172500； 要求： 工装保证 ； 机器：ALPHA； 轴向 Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""484820"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:26"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:46"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""161900274"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""161900274"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0007-01； 轮： 003172500； 要求： 工装保证 ； 机器：ALPHA； 轴向 Z 向","G17091200","1","484820","zhangdaoxian","2019-06-27 09:26:45.262951","2019-06-28 13:46:29.127597","7"
"760","G17091200_484820_190627_3_161900271","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17091200"", ""machine"": ""电机：C400-0007-01； 轮： 003172500； 要求： 工装保证 ； 机器：ALPHA； 轴向 Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""484820"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:26"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:46"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""161900271"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""161900271"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0007-01； 轮： 003172500； 要求： 工装保证 ； 机器：ALPHA； 轴向 Z 向","G17091200","1","484820","zhangdaoxian","2019-06-27 09:26:57.760712","2019-06-28 13:46:20.095082","7"
"761","G17091200_484820_190627_4_161900273","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17091200"", ""machine"": ""电机：C400-0007-01； 轮： 003172500； 要求： 工装保证 ； 机器：ALPHA； 轴向 Z 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""484820"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:27"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:46"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""161900273"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""161900273"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0007-01； 轮： 003172500； 要求： 工装保证 ； 机器：ALPHA； 轴向 Z 向","G17091200","1","484820","zhangdaoxian","2019-06-27 09:27:17.775768","2019-06-28 13:46:08.862938","7"
"762","G17091300_483922_190627_1_141900605","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17091300"", ""machine"": ""电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483922"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:28"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:45"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""141900605"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""141900605"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向","G17091300","1","483922","zhangdaoxian","2019-06-27 09:28:40.456828","2019-06-28 13:45:59.456017","7"
"763","G17091300_483922_190627_2_141900602","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17091300"", ""machine"": ""电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483922"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:28"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:45"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""141900602"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""141900602"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向","G17091300","1","483922","zhangdaoxian","2019-06-27 09:28:52.843387","2019-06-28 13:45:48.333074","7"
"764","G17091300_484814_190627_3_141900601","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17091300"", ""machine"": ""电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""484814"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:29"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:45"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""141900601"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""141900601"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向","G17091300","1","484814","zhangdaoxian","2019-06-27 09:30:13.637823","2019-06-28 13:45:30.283643","7"
"765","G17049800_483921_190627_1_141900607","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17049800"", ""machine"": ""电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483921"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:30"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:45"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""141900607"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""141900607"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向","G17049800","1","483921","zhangdaoxian","2019-06-27 09:31:05.291085","2019-06-28 13:45:20.533518","7"
"766","G17049800_483921_190627_2_141900610","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17049800"", ""machine"": ""电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483921"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:31"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:45"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""141900610"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""141900610"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向","G17049800","1","483921","zhangdaoxian","2019-06-27 09:31:17.646444","2019-06-28 13:45:03.747703","7"
"767","G17049800_483921_190627_3_141900604","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17049800"", ""machine"": ""电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483921"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:31"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:44"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""141900604"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""141900604"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向","G17049800","1","483921","zhangdaoxian","2019-06-27 09:31:31.983028","2019-06-28 13:44:49.801124","7"
"768","G17049800_483921_190627_4_141900608","{""operator"": ""zhangdaoxian"", ""date"": ""2019-06-27"", ""part"": ""G17049800"", ""machine"": ""电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向"", ""group"": ""7"", ""title"": ""电机驱动轮粘接工序记录表"", ""version"": ""1"", ""ordernbr"": ""483921"", ""result10"": ""OKAY"", ""date10"": ""2019-06-27"", ""comment10"": """", ""result20"": ""OKAY"", ""date20"": ""2019-06-27"", ""comment20"": """", ""result30"": ""OKAY"", ""date30"": ""2019-06-27"", ""comment30"": """", ""result40"": ""OKAY"", ""date40"": ""2019-06-27"", ""comment40"": """", ""result50.1"": ""2019/06/27 09:31"", ""date50.1"": ""2019-06-27"", ""comment50.1"": """", ""result50.2"": ""2019/06/28 13:44"", ""date50.2"": ""2019-06-28"", ""comment50.2"": """", ""result50.3"": ""OKAY"", ""date50.3"": ""2019-06-28"", ""comment50.3"": """", ""result60.1"": ""OKAY"", ""date60.1"": ""2019-06-28"", ""comment60.1"": """", ""result60.2"": ""OKAY"", ""date60.2"": ""2019-06-28"", ""comment60.2"": """", ""result60.3"": ""OKAY"", ""date60.3"": ""2019-06-28"", ""comment60.3"": """", ""result70"": ""141900608"", ""date70"": ""2019-06-27"", ""comment70"": """", ""sntaken"": ""141900608"", ""result"": 1, ""updater"": ""zhangdaoxian""}","电机：C400-0055-01； 轮： A616-0310-1； 要求： 轮轴肩顶到轴底 ； 机器：TORO 2； 轴向： Y 向","G17049800","1","483921","zhangdaoxian","2019-06-27 09:31:43.589576","2019-06-28 13:44:41.127413","7"
"769","G17091300_484822_190627_4_141900609","{""operator"":""zhangdaoxian"",""date"":""2019-06-27"",""part"":""G17091300"",""machine"":""电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向"",""group"":""7"",""title"":""电机驱动轮粘接工序记录表"",""version"":""1"",""ordernbr"":""484822"",""result10"":""OKAY"",""date10"":""2019-06-27"",""comment10"":"""",""result20"":""OKAY"",""date20"":""2019-06-27"",""comment20"":"""",""result30"":""OKAY"",""date30"":""2019-06-27"",""comment30"":"""",""result40"":""OKAY"",""date40"":""2019-06-27"",""comment40"":"""",""result50.1"":""2019/06/27 09:32"",""date50.1"":""2019-06-27"",""comment50.1"":"""",""result50.2"":"""",""date50.2"":"""",""comment50.2"":"""",""result50.3"":"""",""date50.3"":"""",""comment50.3"":"""",""result60.1"":"""",""date60.1"":"""",""comment60.1"":"""",""result60.2"":"""",""date60.2"":"""",""comment60.2"":"""",""result60.3"":"""",""date60.3"":"""",""comment60.3"":"""",""result70"":""141900609"",""date70"":""2019-06-27"",""comment70"":"""",""sntaken"":""141900609"",""result"":2}","电机：C400-0055-01； 轮： 003173100； 要求： 工装保证； 机器： ALPHA； 轴向： X 向","G17091300","0","484822","zhangdaoxian","2019-06-27 09:32:23.269886","2019-06-27 14:52:00.293836","7"
